Region,Division_IPC,Fecha,Valor_IPC
Cuyo,Salud,2019-04-01,62.3
Cuyo,Transporte,2019-04-01,65.3
Cuyo,Comunicación,2019-04-01,55.0
Cuyo,Recreación y cultura,2019-04-01,51.0
Cuyo,Educación,2019-04-01,35.4
Cuyo,Restaurantes y hoteles,2019-04-01,50.3
Cuyo,Bienes y servicios varios,2019-04-01,61.7
Patagonia,Nivel general,2019-04-01,55.7
Patagonia,Alimentos y bebidas no alcohólicas,2019-04-01,65.1
Patagonia,Bebidas alcohólicas y tabaco,2019-04-01,35.7
Patagonia,Prendas de vestir y calzado,2019-04-01,36.5
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2019-04-01,48.9
Patagonia,Equipamiento y mantenimiento del hogar,2019-04-01,61.1
Patagonia,Salud,2019-04-01,59.0
Patagonia,Transporte,2019-04-01,72.5
Patagonia,Comunicación,2019-04-01,51.4
Patagonia,Recreación y cultura,2019-04-01,50.3
Patagonia,Educación,2019-04-01,33.2
Patagonia,Restaurantes y hoteles,2019-04-01,42.6
Patagonia,Bienes y servicios varios,2019-04-01,67.7
Nacional,Nivel general,2019-05-01,57.3
Nacional,Alimentos y bebidas no alcohólicas,2019-05-01,64.9
Nacional,Bebidas alcohólicas y tabaco,2019-05-01,35.3
Nacional,Prendas de vestir y calzado,2019-05-01,43.1
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,55.5
Nacional,Equipamiento y mantenimiento del hogar,2019-05-01,59.6
Nacional,Salud,2019-05-01,63.1
Nacional,Transporte,2019-05-01,70.6
Nacional,Comunicación,2019-05-01,54.9
Nacional,Recreación y cultura,2019-05-01,48.0
Nacional,Educación,2019-05-01,40.8
Nacional,Restaurantes y hoteles,2019-05-01,48.1
Nacional,Bienes y servicios varios,2019-05-01,62.3
GBA,Nivel general,2019-05-01,56.8
GBA,Alimentos y bebidas no alcohólicas,2019-05-01,63.0
GBA,Bebidas alcohólicas y tabaco,2019-05-01,36.2
GBA,Prendas de vestir y calzado,2019-05-01,46.3
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,55.1
GBA,Equipamiento y mantenimiento del hogar,2019-05-01,58.9
GBA,Salud,2019-05-01,61.8
GBA,Transporte,2019-05-01,70.6
GBA,Comunicación,2019-05-01,57.1
GBA,Recreación y cultura,2019-05-01,47.4
GBA,Educación,2019-05-01,47.0
GBA,Restaurantes y hoteles,2019-05-01,47.7
GBA,Bienes y servicios varios,2019-05-01,59.5
Pampeana,Nivel general,2019-05-01,57.1
Pampeana,Alimentos y bebidas no alcohólicas,2019-05-01,66.1
Pampeana,Bebidas alcohólicas y tabaco,2019-05-01,34.3
Pampeana,Prendas de vestir y calzado,2019-05-01,40.5
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,53.6
Pampeana,Equipamiento y mantenimiento del hogar,2019-05-01,59.3
Pampeana,Salud,2019-05-01,63.6
Pampeana,Transporte,2019-05-01,71.6
Pampeana,Comunicación,2019-05-01,52.5
Pampeana,Recreación y cultura,2019-05-01,47.9
Pampeana,Educación,2019-05-01,34.4
Pampeana,Restaurantes y hoteles,2019-05-01,47.0
Pampeana,Bienes y servicios varios,2019-05-01,63.4
Noroeste,Nivel general,2019-05-01,59.2
Noroeste,Alimentos y bebidas no alcohólicas,2019-05-01,67.0
Noroeste,Bebidas alcohólicas y tabaco,2019-05-01,36.1
Noroeste,Prendas de vestir y calzado,2019-05-01,37.3
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,69.0
Noroeste,Equipamiento y mantenimiento del hogar,2019-05-01,59.5
Noroeste,Salud,2019-05-01,64.8
Noroeste,Transporte,2019-05-01,66.1
Noroeste,Comunicación,2019-05-01,54.2
Noroeste,Recreación y cultura,2019-05-01,47.4
Noroeste,Educación,2019-05-01,41.2
Noroeste,Restaurantes y hoteles,2019-05-01,54.7
Noroeste,Bienes y servicios varios,2019-05-01,65.5
Noreste,Nivel general,2019-05-01,59.3
Noreste,Alimentos y bebidas no alcohólicas,2019-05-01,65.2
Noreste,Bebidas alcohólicas y tabaco,2019-05-01,31.8
Noreste,Prendas de vestir y calzado,2019-05-01,43.8
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,59.1
Noreste,Equipamiento y mantenimiento del hogar,2019-05-01,60.9
Noreste,Salud,2019-05-01,67.8
Noreste,Transporte,2019-05-01,72.7
Noreste,Comunicación,2019-05-01,53.6
Noreste,Recreación y cultura,2019-05-01,46.7
Noreste,Educación,2019-05-01,42.3
Noreste,Restaurantes y hoteles,2019-05-01,51.4
Noreste,Bienes y servicios varios,2019-05-01,67.0
Cuyo,Nivel general,2019-05-01,58.5
Cuyo,Alimentos y bebidas no alcohólicas,2019-05-01,69.1
Cuyo,Bebidas alcohólicas y tabaco,2019-05-01,34.8
Cuyo,Prendas de vestir y calzado,2019-05-01,41.7
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,49.5
Cuyo,Equipamiento y mantenimiento del hogar,2019-05-01,61.9
Cuyo,Salud,2019-05-01,67.0
Cuyo,Transporte,2019-05-01,67.7
Cuyo,Comunicación,2019-05-01,56.0
Cuyo,Recreación y cultura,2019-05-01,52.6
Cuyo,Educación,2019-05-01,34.5
Cuyo,Restaurantes y hoteles,2019-05-01,50.9
Cuyo,Bienes y servicios varios,2019-05-01,63.5
Patagonia,Nivel general,2019-05-01,57.9
Patagonia,Alimentos y bebidas no alcohólicas,2019-05-01,65.9
Patagonia,Bebidas alcohólicas y tabaco,2019-05-01,35.9
Patagonia,Prendas de vestir y calzado,2019-05-01,40.7
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2019-05-01,55.5
Patagonia,Equipamiento y mantenimiento del hogar,2019-05-01,63.7
Patagonia,Salud,2019-05-01,61.2
Patagonia,Transporte,2019-05-01,73.1
Patagonia,Comunicación,2019-05-01,51.5
Patagonia,Recreación y cultura,2019-05-01,51.0
Patagonia,Educación,2019-05-01,32.2
Patagonia,Restaurantes y hoteles,2019-05-01,44.4
Patagonia,Bienes y servicios varios,2019-05-01,70.5
Nacional,Nivel general,2019-06-01,55.8
Nacional,Alimentos y bebidas no alcohólicas,2019-06-01,60.8
Nacional,Bebidas alcohólicas y tabaco,2019-06-01,37.7
Nacional,Prendas de vestir y calzado,2019-06-01,43.1
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,55.6
Nacional,Equipamiento y mantenimiento del hogar,2019-06-01,58.6
Nacional,Salud,2019-06-01,61.9
Nacional,Transporte,2019-06-01,63.6
Nacional,Comunicación,2019-06-01,65.3
Nacional,Recreación y cultura,2019-06-01,48.5
Nacional,Educación,2019-06-01,41.5
Nacional,Restaurantes y hoteles,2019-06-01,47.9
Nacional,Bienes y servicios varios,2019-06-01,60.6
GBA,Nivel general,2019-06-01,54.8
GBA,Alimentos y bebidas no alcohólicas,2019-06-01,59.8
GBA,Bebidas alcohólicas y tabaco,2019-06-01,38.5
GBA,Prendas de vestir y calzado,2019-06-01,45.0
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,53.2
GBA,Equipamiento y mantenimiento del hogar,2019-06-01,58.0
GBA,Salud,2019-06-01,58.6
GBA,Transporte,2019-06-01,63.3
GBA,Comunicación,2019-06-01,69.2
GBA,Recreación y cultura,2019-06-01,46.3
GBA,Educación,2019-06-01,47.9
GBA,Restaurantes y hoteles,2019-06-01,46.3
GBA,Bienes y servicios varios,2019-06-01,57.5
Pampeana,Nivel general,2019-06-01,55.7
Pampeana,Alimentos y bebidas no alcohólicas,2019-06-01,60.7
Pampeana,Bebidas alcohólicas y tabaco,2019-06-01,36.9
Pampeana,Prendas de vestir y calzado,2019-06-01,40.9
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,55.0
Pampeana,Equipamiento y mantenimiento del hogar,2019-06-01,58.5
Pampeana,Salud,2019-06-01,63.7
Pampeana,Transporte,2019-06-01,64.1
Pampeana,Comunicación,2019-06-01,62.0
Pampeana,Recreación y cultura,2019-06-01,49.8
Pampeana,Educación,2019-06-01,35.4
Pampeana,Restaurantes y hoteles,2019-06-01,48.0
Pampeana,Bienes y servicios varios,2019-06-01,62.2
Noroeste,Nivel general,2019-06-01,58.3
Noroeste,Alimentos y bebidas no alcohólicas,2019-06-01,61.8
Noroeste,Bebidas alcohólicas y tabaco,2019-06-01,38.6
Noroeste,Prendas de vestir y calzado,2019-06-01,39.6
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,71.0
Noroeste,Equipamiento y mantenimiento del hogar,2019-06-01,59.5
Noroeste,Salud,2019-06-01,67.9
Noroeste,Transporte,2019-06-01,59.3
Noroeste,Comunicación,2019-06-01,62.8
Noroeste,Recreación y cultura,2019-06-01,51.4
Noroeste,Educación,2019-06-01,41.1
Noroeste,Restaurantes y hoteles,2019-06-01,57.0
Noroeste,Bienes y servicios varios,2019-06-01,63.5
Noreste,Nivel general,2019-06-01,59.0
Noreste,Alimentos y bebidas no alcohólicas,2019-06-01,62.9
Noreste,Bebidas alcohólicas y tabaco,2019-06-01,33.8
Noreste,Prendas de vestir y calzado,2019-06-01,45.3
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,62.0
Noreste,Equipamiento y mantenimiento del hogar,2019-06-01,61.1
Noreste,Salud,2019-06-01,66.1
Noreste,Transporte,2019-06-01,67.9
Noreste,Comunicación,2019-06-01,61.5
Noreste,Recreación y cultura,2019-06-01,50.5
Noreste,Educación,2019-06-01,41.9
Noreste,Restaurantes y hoteles,2019-06-01,51.1
Noreste,Bienes y servicios varios,2019-06-01,66.3
Cuyo,Nivel general,2019-06-01,56.9
Cuyo,Alimentos y bebidas no alcohólicas,2019-06-01,63.4
Cuyo,Bebidas alcohólicas y tabaco,2019-06-01,37.5
Cuyo,Prendas de vestir y calzado,2019-06-01,44.8
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,50.5
Cuyo,Equipamiento y mantenimiento del hogar,2019-06-01,59.0
Cuyo,Salud,2019-06-01,68.7
Cuyo,Transporte,2019-06-01,62.5
Cuyo,Comunicación,2019-06-01,65.5
Cuyo,Recreación y cultura,2019-06-01,50.7
Cuyo,Educación,2019-06-01,35.6
Cuyo,Restaurantes y hoteles,2019-06-01,49.7
Cuyo,Bienes y servicios varios,2019-06-01,62.4
Patagonia,Nivel general,2019-06-01,57.1
Patagonia,Alimentos y bebidas no alcohólicas,2019-06-01,63.4
Patagonia,Bebidas alcohólicas y tabaco,2019-06-01,38.8
Patagonia,Prendas de vestir y calzado,2019-06-01,41.3
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2019-06-01,59.0
Patagonia,Equipamiento y mantenimiento del hogar,2019-06-01,62.3
Patagonia,Salud,2019-06-01,62.3
Patagonia,Transporte,2019-06-01,66.2
Patagonia,Comunicación,2019-06-01,59.7
Patagonia,Recreación y cultura,2019-06-01,49.6
Patagonia,Educación,2019-06-01,32.2
Patagonia,Restaurantes y hoteles,2019-06-01,44.7
Patagonia,Bienes y servicios varios,2019-06-01,67.7
Nacional,Nivel general,2019-07-01,54.4
Nacional,Alimentos y bebidas no alcohólicas,2019-07-01,58.1
Nacional,Bebidas alcohólicas y tabaco,2019-07-01,35.3
Nacional,Prendas de vestir y calzado,2019-07-01,43.8
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,57.4
Nacional,Equipamiento y mantenimiento del hogar,2019-07-01,56.1
Nacional,Salud,2019-07-01,64.0
Nacional,Transporte,2019-07-01,57.3
Nacional,Comunicación,2019-07-01,64.6
Nacional,Recreación y cultura,2019-07-01,46.8
Nacional,Educación,2019-07-01,41.9
Nacional,Restaurantes y hoteles,2019-07-01,48.1
Nacional,Bienes y servicios varios,2019-07-01,58.7
GBA,Nivel general,2019-07-01,53.9
GBA,Alimentos y bebidas no alcohólicas,2019-07-01,57.6
GBA,Bebidas alcohólicas y tabaco,2019-07-01,36.5
GBA,Prendas de vestir y calzado,2019-07-01,46.0
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,56.8
GBA,Equipamiento y mantenimiento del hogar,2019-07-01,54.9
GBA,Salud,2019-07-01,60.8
GBA,Transporte,2019-07-01,56.6
GBA,Comunicación,2019-07-01,68.8
GBA,Recreación y cultura,2019-07-01,45.4
GBA,Educación,2019-07-01,47.9
GBA,Restaurantes y hoteles,2019-07-01,46.0
GBA,Bienes y servicios varios,2019-07-01,55.5
Pampeana,Nivel general,2019-07-01,54.1
Pampeana,Alimentos y bebidas no alcohólicas,2019-07-01,58.0
Pampeana,Bebidas alcohólicas y tabaco,2019-07-01,34.4
Pampeana,Prendas de vestir y calzado,2019-07-01,41.6
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,54.8
Pampeana,Equipamiento y mantenimiento del hogar,2019-07-01,56.4
Pampeana,Salud,2019-07-01,65.9
Pampeana,Transporte,2019-07-01,57.9
Pampeana,Comunicación,2019-07-01,61.2
Pampeana,Recreación y cultura,2019-07-01,46.8
Pampeana,Educación,2019-07-01,35.8
Pampeana,Restaurantes y hoteles,2019-07-01,48.2
Pampeana,Bienes y servicios varios,2019-07-01,59.8
Noroeste,Nivel general,2019-07-01,56.1
Noroeste,Alimentos y bebidas no alcohólicas,2019-07-01,57.4
Noroeste,Bebidas alcohólicas y tabaco,2019-07-01,35.2
Noroeste,Prendas de vestir y calzado,2019-07-01,39.2
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,71.3
Noroeste,Equipamiento y mantenimiento del hogar,2019-07-01,56.1
Noroeste,Salud,2019-07-01,67.8
Noroeste,Transporte,2019-07-01,55.9
Noroeste,Comunicación,2019-07-01,61.2
Noroeste,Recreación y cultura,2019-07-01,51.4
Noroeste,Educación,2019-07-01,42.7
Noroeste,Restaurantes y hoteles,2019-07-01,56.1
Noroeste,Bienes y servicios varios,2019-07-01,62.0
Noreste,Nivel general,2019-07-01,56.6
Noreste,Alimentos y bebidas no alcohólicas,2019-07-01,59.7
Noreste,Bebidas alcohólicas y tabaco,2019-07-01,31.9
Noreste,Prendas de vestir y calzado,2019-07-01,45.0
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,61.4
Noreste,Equipamiento y mantenimiento del hogar,2019-07-01,59.6
Noreste,Salud,2019-07-01,68.5
Noreste,Transporte,2019-07-01,57.3
Noreste,Comunicación,2019-07-01,60.8
Noreste,Recreación y cultura,2019-07-01,49.0
Noreste,Educación,2019-07-01,43.5
Noreste,Restaurantes y hoteles,2019-07-01,51.7
Noreste,Bienes y servicios varios,2019-07-01,64.6
Cuyo,Nivel general,2019-07-01,55.6
Cuyo,Alimentos y bebidas no alcohólicas,2019-07-01,59.7
Cuyo,Bebidas alcohólicas y tabaco,2019-07-01,34.6
Cuyo,Prendas de vestir y calzado,2019-07-01,41.7
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,54.4
Cuyo,Equipamiento y mantenimiento del hogar,2019-07-01,57.6
Cuyo,Salud,2019-07-01,70.3
Cuyo,Transporte,2019-07-01,59.1
Cuyo,Comunicación,2019-07-01,64.3
Cuyo,Recreación y cultura,2019-07-01,49.6
Cuyo,Educación,2019-07-01,35.7
Cuyo,Restaurantes y hoteles,2019-07-01,52.0
Cuyo,Bienes y servicios varios,2019-07-01,62.2
Patagonia,Nivel general,2019-07-01,56.1
Patagonia,Alimentos y bebidas no alcohólicas,2019-07-01,60.8
Patagonia,Bebidas alcohólicas y tabaco,2019-07-01,35.8
Patagonia,Prendas de vestir y calzado,2019-07-01,46.7
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2019-07-01,59.6
Patagonia,Equipamiento y mantenimiento del hogar,2019-07-01,59.6
Patagonia,Salud,2019-07-01,64.9
Patagonia,Transporte,2019-07-01,59.7
Patagonia,Comunicación,2019-07-01,60.7
Patagonia,Recreación y cultura,2019-07-01,47.2
Patagonia,Educación,2019-07-01,33.7
Patagonia,Restaurantes y hoteles,2019-07-01,46.7
Patagonia,Bienes y servicios varios,2019-07-01,66.8
Nacional,Nivel general,2019-08-01,54.5
Nacional,Alimentos y bebidas no alcohólicas,2019-08-01,58.8
Nacional,Bebidas alcohólicas y tabaco,2019-08-01,39.4
Nacional,Prendas de vestir y calzado,2019-08-01,47.8
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,51.5
Nacional,Equipamiento y mantenimiento del hogar,2019-08-01,60.5
Nacional,Salud,2019-08-01,65.8
Nacional,Transporte,2019-08-01,57.1
Nacional,Comunicación,2019-08-01,48.2
Nacional,Recreación y cultura,2019-08-01,48.0
Nacional,Educación,2019-08-01,42.8
Nacional,Restaurantes y hoteles,2019-08-01,49.8
Nacional,Bienes y servicios varios,2019-08-01,58.0
GBA,Nivel general,2019-08-01,53.6
GBA,Alimentos y bebidas no alcohólicas,2019-08-01,58.9
GBA,Bebidas alcohólicas y tabaco,2019-08-01,41.0
GBA,Prendas de vestir y calzado,2019-08-01,49.3
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,46.7
GBA,Equipamiento y mantenimiento del hogar,2019-08-01,59.7
GBA,Salud,2019-08-01,61.3
GBA,Transporte,2019-08-01,57.9
GBA,Comunicación,2019-08-01,48.4
GBA,Recreación y cultura,2019-08-01,51.0
GBA,Educación,2019-08-01,47.8
GBA,Restaurantes y hoteles,2019-08-01,47.0
GBA,Bienes y servicios varios,2019-08-01,53.4
Pampeana,Nivel general,2019-08-01,54.2
Pampeana,Alimentos y bebidas no alcohólicas,2019-08-01,58.2
Pampeana,Bebidas alcohólicas y tabaco,2019-08-01,37.9
Pampeana,Prendas de vestir y calzado,2019-08-01,46.3
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,53.7
Pampeana,Equipamiento y mantenimiento del hogar,2019-08-01,60.5
Pampeana,Salud,2019-08-01,68.4
Pampeana,Transporte,2019-08-01,56.7
Pampeana,Comunicación,2019-08-01,46.7
Pampeana,Recreación y cultura,2019-08-01,41.8
Pampeana,Educación,2019-08-01,36.8
Pampeana,Restaurantes y hoteles,2019-08-01,50.4
Pampeana,Bienes y servicios varios,2019-08-01,59.5
Noroeste,Nivel general,2019-08-01,56.3
Noroeste,Alimentos y bebidas no alcohólicas,2019-08-01,57.4
Noroeste,Bebidas alcohólicas y tabaco,2019-08-01,39.4
Noroeste,Prendas de vestir y calzado,2019-08-01,43.1
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,64.6
Noroeste,Equipamiento y mantenimiento del hogar,2019-08-01,61.6
Noroeste,Salud,2019-08-01,70.7
Noroeste,Transporte,2019-08-01,52.8
Noroeste,Comunicación,2019-08-01,50.4
Noroeste,Recreación y cultura,2019-08-01,52.8
Noroeste,Educación,2019-08-01,44.2
Noroeste,Restaurantes y hoteles,2019-08-01,58.5
Noroeste,Bienes y servicios varios,2019-08-01,65.7
Noreste,Nivel general,2019-08-01,57.3
Noreste,Alimentos y bebidas no alcohólicas,2019-08-01,60.8
Noreste,Bebidas alcohólicas y tabaco,2019-08-01,35.6
Noreste,Prendas de vestir y calzado,2019-08-01,49.6
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,55.3
Noreste,Equipamiento y mantenimiento del hogar,2019-08-01,65.5
Noreste,Salud,2019-08-01,71.8
Noreste,Transporte,2019-08-01,56.0
Noreste,Comunicación,2019-08-01,49.9
Noreste,Recreación y cultura,2019-08-01,52.4
Noreste,Educación,2019-08-01,48.1
Noreste,Restaurantes y hoteles,2019-08-01,50.5
Noreste,Bienes y servicios varios,2019-08-01,65.2
Cuyo,Nivel general,2019-08-01,57.1
Cuyo,Alimentos y bebidas no alcohólicas,2019-08-01,61.4
Cuyo,Bebidas alcohólicas y tabaco,2019-08-01,38.5
Cuyo,Prendas de vestir y calzado,2019-08-01,46.9
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,52.7
Cuyo,Equipamiento y mantenimiento del hogar,2019-08-01,60.3
Cuyo,Salud,2019-08-01,72.7
Cuyo,Transporte,2019-08-01,58.1
Cuyo,Comunicación,2019-08-01,52.7
Cuyo,Recreación y cultura,2019-08-01,51.9
Cuyo,Educación,2019-08-01,36.5
Cuyo,Restaurantes y hoteles,2019-08-01,57.7
Cuyo,Bienes y servicios varios,2019-08-01,64.3
Patagonia,Nivel general,2019-08-01,56.9
Patagonia,Alimentos y bebidas no alcohólicas,2019-08-01,60.3
Patagonia,Bebidas alcohólicas y tabaco,2019-08-01,40.1
Patagonia,Prendas de vestir y calzado,2019-08-01,49.1
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2019-08-01,58.7
Patagonia,Equipamiento y mantenimiento del hogar,2019-08-01,63.1
Patagonia,Salud,2019-08-01,70.5
Patagonia,Transporte,2019-08-01,60.3
Patagonia,Comunicación,2019-08-01,48.2
Patagonia,Recreación y cultura,2019-08-01,51.9
Patagonia,Educación,2019-08-01,37.4
Patagonia,Restaurantes y hoteles,2019-08-01,48.0
Patagonia,Bienes y servicios varios,2019-08-01,66.0
Nacional,Nivel general,2019-09-01,53.5
Nacional,Alimentos y bebidas no alcohólicas,2019-09-01,56.9
Nacional,Bebidas alcohólicas y tabaco,2019-09-01,41.1
Nacional,Prendas de vestir y calzado,2019-09-01,47.4
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,51.0
Nacional,Equipamiento y mantenimiento del hogar,2019-09-01,57.2
Nacional,Salud,2019-09-01,71.8
Nacional,Transporte,2019-09-01,49.0
Nacional,Comunicación,2019-09-01,54.9
Nacional,Recreación y cultura,2019-09-01,49.1
Nacional,Educación,2019-09-01,41.9
Nacional,Restaurantes y hoteles,2019-09-01,49.1
Nacional,Bienes y servicios varios,2019-09-01,58.4
GBA,Nivel general,2019-09-01,52.4
GBA,Alimentos y bebidas no alcohólicas,2019-09-01,56.5
GBA,Bebidas alcohólicas y tabaco,2019-09-01,43.1
GBA,Prendas de vestir y calzado,2019-09-01,47.4
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,47.9
GBA,Equipamiento y mantenimiento del hogar,2019-09-01,56.2
GBA,Salud,2019-09-01,66.3
GBA,Transporte,2019-09-01,49.1
GBA,Comunicación,2019-09-01,56.2
GBA,Recreación y cultura,2019-09-01,50.5
GBA,Educación,2019-09-01,45.8
GBA,Restaurantes y hoteles,2019-09-01,45.7
GBA,Bienes y servicios varios,2019-09-01,54.2
Pampeana,Nivel general,2019-09-01,53.8
Pampeana,Alimentos y bebidas no alcohólicas,2019-09-01,57.1
Pampeana,Bebidas alcohólicas y tabaco,2019-09-01,39.1
Pampeana,Prendas de vestir y calzado,2019-09-01,47.0
Pampeana,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,52.2
Pampeana,Equipamiento y mantenimiento del hogar,2019-09-01,57.3
Pampeana,Salud,2019-09-01,75.8
Pampeana,Transporte,2019-09-01,48.6
Pampeana,Comunicación,2019-09-01,51.8
Pampeana,Recreación y cultura,2019-09-01,45.0
Pampeana,Educación,2019-09-01,36.5
Pampeana,Restaurantes y hoteles,2019-09-01,51.0
Pampeana,Bienes y servicios varios,2019-09-01,59.0
Noroeste,Nivel general,2019-09-01,56.1
Noroeste,Alimentos y bebidas no alcohólicas,2019-09-01,56.5
Noroeste,Bebidas alcohólicas y tabaco,2019-09-01,41.2
Noroeste,Prendas de vestir y calzado,2019-09-01,47.6
Noroeste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,61.9
Noroeste,Equipamiento y mantenimiento del hogar,2019-09-01,58.1
Noroeste,Salud,2019-09-01,79.3
Noroeste,Transporte,2019-09-01,48.1
Noroeste,Comunicación,2019-09-01,56.6
Noroeste,Recreación y cultura,2019-09-01,51.2
Noroeste,Educación,2019-09-01,43.6
Noroeste,Restaurantes y hoteles,2019-09-01,55.9
Noroeste,Bienes y servicios varios,2019-09-01,66.4
Noreste,Nivel general,2019-09-01,55.7
Noreste,Alimentos y bebidas no alcohólicas,2019-09-01,58.8
Noreste,Bebidas alcohólicas y tabaco,2019-09-01,36.1
Noreste,Prendas de vestir y calzado,2019-09-01,48.8
Noreste,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,51.4
Noreste,Equipamiento y mantenimiento del hogar,2019-09-01,61.4
Noreste,Salud,2019-09-01,75.0
Noreste,Transporte,2019-09-01,48.5
Noreste,Comunicación,2019-09-01,56.8
Noreste,Recreación y cultura,2019-09-01,54.0
Noreste,Educación,2019-09-01,49.6
Noreste,Restaurantes y hoteles,2019-09-01,51.5
Noreste,Bienes y servicios varios,2019-09-01,66.5
Cuyo,Nivel general,2019-09-01,55.6
Cuyo,Alimentos y bebidas no alcohólicas,2019-09-01,57.0
Cuyo,Bebidas alcohólicas y tabaco,2019-09-01,40.0
Cuyo,Prendas de vestir y calzado,2019-09-01,45.2
Cuyo,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,53.7
Cuyo,Equipamiento y mantenimiento del hogar,2019-09-01,57.7
Cuyo,Salud,2019-09-01,79.4
Cuyo,Transporte,2019-09-01,52.3
Cuyo,Comunicación,2019-09-01,58.7
Cuyo,Recreación y cultura,2019-09-01,53.8
Cuyo,Educación,2019-09-01,37.2
Cuyo,Restaurantes y hoteles,2019-09-01,55.2
Cuyo,Bienes y servicios varios,2019-09-01,64.7
Patagonia,Nivel general,2019-09-01,55.0
Patagonia,Alimentos y bebidas no alcohólicas,2019-09-01,58.0
Patagonia,Bebidas alcohólicas y tabaco,2019-09-01,42.8
Patagonia,Prendas de vestir y calzado,2019-09-01,52.1
Patagonia,"Vivienda, agua, electricidad, gas y otros combustibles",2019-09-01,52.9
Patagonia,Equipamiento y mantenimiento del hogar,2019-09-01,59.7
Patagonia,Salud,2019-09-01,74.7
Patagonia,Transporte,2019-09-01,50.2
Patagonia,Comunicación,2019-09-01,56.8
Patagonia,Recreación y cultura,2019-09-01,53.6
Patagonia,Educación,2019-09-01,38.0
Patagonia,Restaurantes y hoteles,2019-09-01,47.2
Patagonia,Bienes y servicios varios,2019-09-01,68.5
Nacional,Nivel general,2019-10-01,50.5
Nacional,Alimentos y bebidas no alcohólicas,2019-10-01,51.8
Nacional,Bebidas alcohólicas y tabaco,2019-10-01,46.4
Nacional,Prendas de vestir y calzado,2019-10-01,47.0
Nacional,"Vivienda, agua, electricidad, gas y otros combustibles",2019-10-01,41.4
Nacional,Equipamiento y mantenimiento del hogar,2019-10-01,63.0
Nacional,Salud,2019-10-01,70.5
Nacional,Transporte,2019-10-01,43.3
Nacional,Comunicación,2019-10-01,54.5
Nacional,Recreación y cultura,2019-10-01,48.0
Nacional,Educación,2019-10-01,41.2
Nacional,Restaurantes y hoteles,2019-10-01,48.3
Nacional,Bienes y servicios varios,2019-10-01,54.9
GBA,Nivel general,2019-10-01,49.7
GBA,Alimentos y bebidas no alcohólicas,2019-10-01,51.2
GBA,Bebidas alcohólicas y tabaco,2019-10-01,48.5
GBA,Prendas de vestir y calzado,2019-10-01,47.0
GBA,"Vivienda, agua, electricidad, gas y otros combustibles",2019-10-01,40.8
GBA,Equipamiento y mantenimiento del hogar,2019-10-01,63.4
GBA,Salud,2019-10-01,64.3
GBA,Transporte,2019-10-01,42.6
GBA,Comunicación,2019-10-01,56.0
GBA,Recreación y cultura,2019-10-01,50.6
GBA,Educación,2019-10-01,43.6
GBA,Restaurantes y hoteles,2019-10-01,45.8
GBA,Bienes y servicios varios,2019-10-01,50.9
Pampeana,Nivel general,2019-10-01,50.4
Pampeana,Alimentos y bebidas no alcohólicas,2019-10-01,52.4
